id,TtlPrc,UntPrc,Year,Elvt,RmNum,HllNum,KchNum,BthNum,Lat,Lng,TspNum,TspDst,AtrNum,AtrDst,EdcNum,EdcDst,HthNum,HthDst,RstNum,RstDst,RtlNum,RtlDst,TrfV,AgrPct,DstPct,HppPct,SadPct,FeaPct
101102030567,6500,66962,2001,1,1,2,1,1,40.0145874399417,116.41502318912,52,348,4,553,76,389,16,597,100,166,30,441,0,12,6,33,28,19
101102030601,6800,74505,2012,0,3,2,1,2,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102030701,5100,79415,2011,1,1,1,1,1,39.9094817360822,116.256161226529,51,381,51,244,87,460,20,586,74,167,16,608,0,13,7,32,27,19
101102030750,23000,154831,2003,1,3,1,1,2,39.887098186098,116.499387812496,21,597,9,761,51,704,3,673,85,430,24,551,0,20,11,30,21,15
101102030799,9700,72720,2007,1,3,2,1,2,40.0314931786195,116.419020360283,19,559,18,722,46,417,20,685,75,196,20,629,0,12,7,35,25,19
101102031158,3300,44819,1997,0,2,1,1,1,39.7598776451928,116.345612690805,51,379,10,426,67,532,15,653,89,228,35,463,0,14,5,32,29,17
101102031189,12000,94281,2004,1,2,2,1,2,39.9579480869681,116.366687604612,30,613,13,435,100,416,24,576,100,131,43,309,0,11,7,33,28,19
101102031223,29200,104160,2004,0,4,2,1,3,40.0184964574532,116.418600115897,30,576,7,640,32,602,5,578,100,340,12,691,0,13,7,33,28,17
101102031542,3240,69888,1993,0,1,1,1,1,39.9465514102771,116.478808453415,14,390,67,587,43,477,19,503,100,302,31,439,27.20569444,13,12,39,14,20
101102031766,5000,57478,2013,1,2,1,1,1,39.7911995402241,116.478609809321,9,748,7,608,0,1000,0,1000,1,719,3,746,0,12,7,33,27,20
101102031797,6500,51238,2000,1,3,2,1,1,39.9339044233177,116.503100404067,51,360,18,502,80,360,27,569,100,119,45,402,0,12,10,36,23,17
101102031985,4750,88703,1982,0,2,1,1,1,39.8863939691313,116.351199474653,47,435,10,523,66,649,19,604,100,282,34,361,0,13,8,35,23,18
101102032146,12700,69881,2012,1,3,2,1,2,39.7672250329697,116.318766685114,46,348,3,800,31,532,5,518,65,332,12,487,0,11,6,38,25,18
101102032272,4800,34864,2009,1,3,2,1,2,40.1008039387814,116.72247118108,15,550,0,1000,0,1000,0,1000,3,485,0,1000,0,0,0,0,0,100
101102032356,11000,114596,2010,1,1,1,1,1,39.9256783796277,116.470779490394,53,295,36,604,82,503,46,551,100,125,54,443,36.46916667,12,12,30,22,23
101102032477,4050,66832,1996,0,2,1,1,1,40.0390026784277,116.282999267844,19,494,5,641,100,417,14,494,77,331,25,409,0,12,6,35,27,18
101102032499,9200,114229,1990,0,3,1,1,1,39.9189093755637,116.428309329731,50,464,43,360,94,418,75,417,100,238,50,521,31.38902778,11,7,38,21,20
101102032558,5700,102870,1981,0,2,1,1,1,39.8753927848616,116.362679074375,45,258,51,146,100,399,33,462,86,310,30,644,31.08490741,14,9,33,23,19
101102032599,4600,33565,2003,1,3,1,1,2,40.2160047749977,116.234290356549,50,410,11,522,71,648,21,602,100,261,51,409,0,0,0,0,0,0
101102032695,8500,94920,2003,1,2,1,1,1,39.8987595819729,116.438426747961,33,373,25,547,98,327,34,542,100,110,52,332,0,14,7,29,29,19
101102032697,6100,35590,2002,0,4,2,1,2,39.8401990242702,116.632726906039,16,525,1,950,7,802,0,1000,11,470,2,434,0,3,19,48,16,12
101102032715,4900,64910,1990,0,3,1,1,1,39.8667957846652,116.439112890777,52,245,14,625,96,441,34,512,100,167,55,396,0,12,8,32,27,18
101102032786,8200,126544,1994,0,2,1,1,1,39.9675170962203,116.380306561126,45,473,11,545,100,293,32,577,100,213,26,514,0,15,7,35,22,19
101102033430,3400,38113,1996,0,2,2,1,1,39.9728707685059,116.399175917516,44,384,20,602,91,494,20,582,100,227,46,491,0,13,7,35,25,18
101102033450,5400,47369,2001,1,2,1,1,1,39.8966577585473,116.262371797316,33,447,7,393,55,442,13,529,98,95,29,304,0,11,7,34,27,18
101102033560,7300,40314,2000,0,4,2,1,2,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102033705,3990,23037,1999,0,5,2,2,2,39.7425813492336,116.134623566827,50,409,5,672,59,569,16,597,86,397,23,583,0,9,7,44,19,19
101102033710,3400,37833,2012,0,2,1,1,1,40.181089674055,116.401304161371,34,242,4,634,8,667,9,538,83,324,20,425,0,0,0,0,0,0
101102033726,2450,39890,2005,0,1,1,1,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102033973,4000,44788,2009,1,2,1,1,1,40.0733340917942,116.366423093164,51,439,1,203,47,464,8,557,89,185,26,350,0,19,6,29,22,21
101102034132,4350,65552,2004,1,1,1,1,1,39.8881107866889,116.285061257176,35,421,2,438,29,578,24,320,74,229,44,427,0,12,8,34,24,20
101102034151,7100,86281,2011,1,2,1,1,1,40.0348802800965,116.339969713456,21,409,14,243,61,501,16,439,100,89,31,334,33.54092593,13,5,34,29,16
101102034280,6180,58852,2004,1,2,1,1,1,39.9168853800976,116.5275096833,52,353,46,417,73,557,22,746,100,337,52,411,0,11,7,39,24,16
101102034338,5500,54012,2000,1,2,1,1,1,39.8696813411505,116.2960504297,45,406,4,481,77,506,19,503,100,359,17,561,0,11,8,36,25,18
101102034348,4000,41115,1997,0,3,1,1,1,40.2289679811487,116.249781506611,50,297,15,472,100,179,26,455,100,50,55,325,0,0,0,0,0,0
101102034593,6990,120726,1989,0,2,1,1,1,39.9664696789639,116.381419652382,27,462,10,606,100,338,30,549,100,259,33,521,0,15,7,35,22,19
101102034642,6100,60052,2002,1,2,2,1,1,39.8376265103867,116.307969721223,22,544,12,540,43,491,8,735,97,273,20,493,26.62462963,11,8,34,25,20
101102034899,9500,68966,1997,0,4,2,1,1,39.9048775488923,116.456210966566,25,573,9,738,87,467,25,608,100,238,39,516,0,12,8,37,21,19
101102035039,9000,67406,1997,1,3,1,1,2,39.9911616675577,116.475653885634,51,277,13,648,100,278,38,468,100,86,48,299,0,13,8,36,22,19
101102035381,5500,94828,1990,0,2,1,1,1,39.918953700012,116.308641083321,52,345,36,461,81,379,24,414,100,68,56,328,0,11,8,27,17,35
101102035478,5000,39930,2011,1,3,1,1,2,40.2127337250287,116.290308118625,28,448,0,1000,8,487,5,691,39,480,10,556,0,0,0,0,0,0
101102035622,9990,110265,1989,0,3,1,1,1,39.9590147192718,116.391328015157,51,499,27,519,87,235,24,572,100,177,20,491,0,12,8,35,25,18
101102035777,4500,61451,1997,0,2,1,1,1,40.0390026784277,116.282999267844,19,494,5,641,100,417,14,494,77,331,25,409,0,12,6,35,27,18
101102035845,3700,73912,1992,1,1,1,1,1,39.9721277601773,116.406418131097,45,428,22,592,87,267,30,489,100,193,50,331,0,11,11,31,23,22
101102036032,3800,32524,1996,0,2,2,1,2,40.2346779342332,116.242907070085,50,205,2,605,100,408,38,453,100,154,58,354,0,0,0,0,0,0
101102036083,3200,38569,2007,1,3,0,0,1,40.0527966561343,116.413669358275,37,338,9,486,54,402,17,466,100,132,54,245,0,11,7,31,31,18
101102036195,9000,49527,2008,1,2,1,1,2,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102036303,5250,62935,1999,1,2,1,1,1,39.8738318994499,116.299443837153,29,342,6,501,72,500,21,701,100,115,12,670,0,13,5,36,25,19
101102036324,14500,100000,2000,1,3,2,1,2,39.9544258921351,116.364192581719,25,473,14,551,71,611,20,611,100,205,40,468,47.60171296,12,8,33,27,18
101102036482,21800,73275,2001,1,4,2,1,4,39.9354284061396,116.448576875291,49,468,53,535,69,497,26,489,100,156,46,500,0,7,10,41,15,23
101102036497,5800,97973,1993,0,2,1,1,1,39.9792883282799,116.338743492299,45,434,19,636,97,423,20,593,100,123,34,512,27.6324537,15,9,31,25,18
101102036501,5200,52595,2005,1,2,2,1,1,40.0462883711083,116.427745833464,33,463,23,412,64,541,23,578,100,185,56,335,33.68611111,11,8,33,27,19
101102036585,8500,73037,1997,0,3,1,1,1,39.883130218898,116.353629184447,46,465,21,641,66,508,17,585,100,232,31,361,0,12,8,33,26,18
101102036636,3480,47987,2015,1,2,1,1,1,40.3195076442881,116.641795903823,50,185,12,381,74,500,27,567,100,132,57,219,0,0,0,0,0,0
101102036653,7300,107480,2010,1,1,1,1,1,40.0006657933537,116.472852618715,52,345,11,495,87,407,27,528,100,157,55,350,0,12,9,36,21,19
101102036712,6500,66859,2003,1,2,1,1,1,39.9248827375068,116.523699303089,51,269,16,595,81,453,22,676,100,184,55,310,0,11,7,34,23,22
101102037047,4750,42739,2002,0,3,1,1,1,39.8412078819225,116.243066628008,34,280,2,249,29,505,3,516,62,225,12,383,0,9,6,25,22,35
101102037081,4200,49894,1996,0,2,2,1,1,39.8060532363201,116.490297190701,52,346,4,665,61,610,7,535,71,275,12,585,0,10,11,35,22,19
101102037171,3750,42235,2012,1,3,1,1,1,39.7600969152413,116.226016571141,23,344,1,733,15,527,3,481,62,349,11,531,0,33,0,66,0,0
101102037172,3600,38590,2014,1,3,0,0,1,39.8126275312581,116.501499181682,38,490,10,694,56,433,13,420,94,144,16,683,0,11,9,36,21,20
101102037727,5200,81467,2004,1,1,1,1,1,39.8822690444821,116.345893507396,22,422,3,654,54,600,13,494,100,360,27,587,29.3162963,13,8,34,23,20
101102037758,17800,82347,1999,0,4,1,1,2,39.9444310458572,116.306142886714,47,472,7,602,97,525,21,580,100,304,34,410,0,11,7,35,23,21
101102037826,13500,69682,1999,1,3,2,1,2,39.9792261075789,116.314550970593,44,395,27,470,100,140,40,492,100,208,52,397,23.57046296,11,10,35,19,23
101102038103,3500,69431,1987,1,1,1,1,1,39.9727015627804,116.409646103015,46,444,18,595,100,355,36,489,100,196,53,376,30.82296296,11,11,31,23,22
101102038107,3910,42653,2000,0,2,2,1,1,40.0755384762851,116.415380747052,31,474,5,531,66,497,22,507,100,219,39,460,44.00041667,12,7,33,28,18
101102038132,3400,44283,2010,0,1,1,1,1,39.7977354190789,116.435081129462,10,609,2,867,18,654,2,688,66,432,7,631,0,16,1,33,22,25
101102038351,4080,75180,2011,1,1,0,1,1,39.8938752078731,116.274835433233,45,479,7,495,60,515,12,549,100,258,28,559,0,12,9,29,27,21
101102038482,4970,37934,2014,1,3,1,1,2,39.735298633037,116.355420893414,25,462,10,621,74,515,17,558,100,202,42,417,0,10,9,31,28,19
101102038638,7360,87986,2012,1,2,1,1,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102038686,5350,43107,2005,1,3,2,1,2,39.9107194135923,116.569447310491,15,471,6,776,100,574,10,505,90,204,26,329,0,12,8,41,20,16
101102039000,9470,62991,2002,1,3,2,1,2,39.8963206897735,116.312542605608,45,264,3,641,44,429,14,501,87,266,24,549,0,14,7,32,27,16
101102039028,4100,68792,1983,1,2,1,1,1,39.9563279997169,116.462087732415,46,465,13,505,83,325,32,535,100,125,42,329,30.81689815,14,9,33,23,18
101102039059,13000,101889,2004,1,2,2,1,2,39.9686503387445,116.289830738416,46,469,33,536,92,425,17,555,100,345,36,549,0,11,7,36,23,21
101102039097,3750,55188,2007,1,1,1,1,1,39.929692613361,116.591553113413,47,384,4,513,79,446,16,527,96,236,37,353,0,10,9,39,21,18
101102039176,7000,84542,1992,0,3,1,1,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102039542,2660,47972,2008,1,1,0,0,1,39.9953952852945,116.483245187024,52,374,23,484,87,532,25,590,100,27,56,390,25.4737963,11,7,32,18,29
101102039577,4450,81892,1997,0,1,1,1,1,39.9713955181844,116.461813862421,35,388,18,681,82,482,15,607,100,234,54,400,0,16,10,33,21,18
101102039629,1600,31677,2011,1,1,0,0,1,39.9317508612846,116.624930490958,22,421,2,713,30,438,3,907,73,137,34,360,0,11,6,36,30,14
101102039643,4200,42762,2004,1,2,1,1,1,39.8894716490406,116.673928227237,49,242,9,766,82,332,10,553,100,55,44,313,0,14,8,28,28,20
101102039677,4600,73695,1998,1,1,1,1,1,39.972229536415,116.315529297158,34,497,20,572,100,209,23,652,100,86,47,279,45.66037037,12,9,32,28,17
101102039681,2300,35013,2013,0,2,0,0,1,40.0848558304205,116.549340610125,14,553,2,830,5,542,1,222,22,503,4,677,0,9,13,38,20,18
101102039690,4500,29097,2002,0,4,2,1,2,40.1852397579291,116.662462177555,50,349,1,553,25,629,8,584,65,370,27,580,0,0,0,0,0,0
101102039704,3900,36172,2004,1,2,1,1,1,39.7266453470034,116.350262986667,50,270,2,616,53,536,12,612,79,353,34,532,0,11,7,32,25,23
101102039774,4200,36637,2004,1,2,2,1,1,40.0845881277807,116.428919805579,38,463,1,613,52,505,15,753,79,408,22,562,0,14,6,31,24,23
101102039817,3300,36963,2012,1,2,1,1,1,39.7620991029889,116.167532077405,32,381,12,155,42,264,5,477,62,63,16,393,0,13,7,32,28,18
101102039831,4680,81948,1985,0,2,1,1,1,39.914819638847,116.301854074379,34,399,12,515,83,525,16,583,100,116,42,352,28.06662037,12,9,34,23,20
101102039963,4500,70956,1987,1,2,1,1,1,39.9808634075269,116.400524992731,49,325,51,446,75,517,29,624,83,204,46,409,31.27462963,13,6,32,26,20
101102040069,7120,91990,1990,0,3,1,1,1,39.9535622393047,116.351636511063,40,380,59,592,100,231,22,568,100,129,39,353,0,12,8,33,27,18
101102040308,1250,37937,2011,1,1,0,0,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102040310,2800,55206,2008,1,1,0,1,1,40.0632410014969,116.336676902745,44,404,6,403,66,435,11,444,93,62,36,346,0,11,10,38,24,14
101102040412,5380,75056,2003,1,1,1,1,1,39.9946674375411,116.473692829909,51,192,17,605,100,355,39,699,100,271,51,322,23.98828704,12,9,36,19,22
101102040416,2900,34681,2009,1,3,0,0,1,40.08771882968,116.347944657773,50,243,11,490,69,608,28,543,100,109,38,455,0,14,8,45,21,10
101102040470,4100,76607,1999,1,1,1,1,1,39.8758185109691,116.358826351636,36,227,51,268,94,390,23,506,78,247,18,685,0,12,7,35,23,20
101102040526,2300,36966,2007,1,2,0,0,1,40.0527966561343,116.413669358275,37,338,9,486,54,402,17,466,100,132,54,245,0,11,7,31,31,18
101102040661,3300,54483,2012,1,1,1,1,1,39.8752100119601,116.672457317541,27,527,0,1000,35,461,10,572,100,375,14,537,0,12,4,41,20,20
101102040667,7000,46026,2014,1,4,0,0,2,39.8869382248519,116.284807857767,35,395,2,546,23,638,22,412,78,237,42,385,0,12,8,34,24,20
101102040826,13500,86867,2008,1,3,1,1,2,40.061722391343,116.313564127193,35,451,2,608,35,519,7,617,67,401,21,562,0,10,8,33,26,20
101102040840,8600,60972,2009,1,3,1,1,2,40.033983932277,116.349442588499,23,637,17,657,80,551,22,452,100,244,47,463,0,12,7,34,29,15
101102040878,7200,87538,1989,1,2,1,1,1,39.9845877841293,116.367003341931,37,437,24,558,100,327,48,413,100,214,39,399,0,14,8,30,24,21
101102040969,7000,36334,2003,0,6,1,1,2,40.0905102715737,116.353248852674,51,333,6,561,73,447,14,465,100,355,19,554,0,14,7,39,21,17
101102040990,6800,77920,2000,1,2,1,1,1,39.8946234110426,116.373742986816,51,380,36,470,84,333,38,558,94,145,39,426,0,14,9,32,24,18
101102041003,4700,81711,1986,1,1,1,1,1,39.9762896575193,116.410445672173,36,365,30,541,100,335,44,358,100,174,53,250,42.18074074,12,9,35,24,17
101102041026,5500,66498,1997,1,3,1,1,1,40.00442620401,116.421018801687,53,411,13,607,78,413,31,498,100,205,55,477,0,15,8,31,25,19
101102041160,3400,88198,1985,0,1,1,1,1,39.9960046328094,116.307880871622,22,462,52,451,100,388,22,762,100,233,18,571,20.81824074,12,9,33,24,20
101102041284,8800,70299,2004,1,2,2,1,1,40.0051569732892,116.380828302356,53,366,7,650,94,368,26,501,95,211,31,554,25.35685185,14,8,31,24,20
101102041317,2900,42906,2009,1,4,0,0,1,39.810631925603,116.500262707266,45,358,8,679,52,365,13,338,91,88,14,532,0,11,8,37,19,22
101102041417,5300,62670,2011,1,2,1,1,1,40.0456062153531,116.424850112415,39,440,23,487,65,564,22,526,100,184,57,347,0,14,8,32,26,18
101102041442,4500,27768,2002,1,2,2,1,2,40.0746871026985,116.441266606085,50,202,9,351,87,349,21,456,100,133,33,315,0,12,7,26,30,21
101102041451,12600,90258,2008,1,3,1,1,2,39.8773285090872,116.348059624709,32,419,8,782,40,547,6,573,87,241,21,520,35.32037037,12,7,33,25,21
101102041458,3200,43127,1997,0,2,1,1,1,39.7579265933466,116.334024022421,51,327,2,701,95,419,15,563,85,318,32,439,0,12,10,35,25,16
101102041480,2000,36173,2009,1,2,0,0,1,39.810631925603,116.500262707266,45,358,8,679,52,365,13,338,91,88,14,532,0,11,8,37,19,22
101102041500,23490,95554,2006,1,4,2,1,4,39.9353429539802,116.529749004427,38,546,14,675,64,605,20,586,100,472,35,585,0,12,11,27,33,15
101102041525,4100,47825,1994,1,3,1,1,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102041545,12000,71065,1997,1,4,2,1,2,39.9704087944665,116.313022484903,36,443,14,700,100,330,19,629,100,103,51,368,0,12,8,31,29,17
101102041674,3900,48653,1996,0,2,1,1,1,40.0814859629903,116.333211359562,51,252,11,756,71,545,27,449,100,246,46,423,0,9,8,31,18,31
101102041675,10500,66305,2000,1,3,1,1,2,39.954016894025,116.458138915241,36,371,13,648,94,249,19,462,100,83,37,450,0,13,10,35,22,18
101102041687,4150,71639,1991,0,2,1,1,1,39.9840358464706,116.440421525176,28,433,12,741,100,373,95,623,100,156,29,488,0,14,9,29,27,18
101102041718,4990,42068,2002,0,3,1,1,2,39.8775047260084,116.285219499081,37,369,4,492,51,557,11,546,100,74,39,395,0,13,9,33,28,16
101102041756,4800,74419,1970,1,3,1,1,1,39.8806087109815,116.427146397791,26,400,37,578,82,574,12,464,78,292,23,534,0,11,10,37,23,17
101102041766,4990,86934,1997,0,2,1,1,1,40.233229526185,116.236833463041,52,288,4,441,90,445,44,389,100,184,56,292,0,0,0,0,0,0
101102041889,10000,110036,2004,1,3,1,1,2,39.9392292270868,116.256885697347,30,364,12,566,25,509,11,661,82,370,12,404,0,12,4,39,27,15
101102041932,2750,44542,1989,0,2,1,1,1,39.9246444126357,116.204261902368,50,289,8,653,93,293,25,595,100,170,43,481,0,12,8,35,25,17
101102041934,11000,89782,2004,1,3,1,1,1,40.0581483813819,116.265380227859,41,291,4,503,11,682,4,540,25,568,11,663,0,18,7,55,7,11
101102042092,4380,44910,2015,0,3,1,1,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102042317,6700,62629,1998,1,2,1,1,1,39.9911616675577,116.475653885634,51,277,13,648,100,278,38,468,100,86,48,299,0,13,8,36,22,19
101102042362,5200,75428,2007,0,1,1,1,1,39.9495278689275,116.518854768423,25,556,1,811,8,722,3,847,60,539,30,544,0,12,7,35,25,18
101102042432,3000,30535,2008,0,2,1,1,1,39.7819285770821,116.229489734649,15,534,1,274,44,481,1,377,19,493,2,529,0,40,0,40,0,20
101102042736,2600,46662,2012,1,1,1,1,1,40.1901070818886,116.40333182645,0,1000,4,576,14,745,3,732,71,522,13,718,0,0,0,0,0,0
101102043048,24000,92575,2007,1,4,2,1,2,40.0122778912158,116.468581819201,52,345,20,631,88,476,25,561,100,237,46,480,0,14,9,33,22,20
101102043109,3670,91980,1988,0,1,1,1,1,39.9655655240997,116.343063397683,22,524,8,782,100,356,27,578,100,166,46,431,0,12,10,34,24,18
101102043124,4000,52820,2007,1,1,1,1,1,39.8962979681333,116.258746760888,20,494,9,388,42,461,9,516,92,137,27,346,0,12,6,32,28,19
101102043197,7600,67918,2009,1,2,1,1,2,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102043216,13300,98577,2000,1,3,1,1,2,39.8804041372062,116.378641844711,46,481,54,543,99,450,20,623,100,219,30,432,32.99291667,13,9,35,24,17
101102043403,2600,38023,2007,1,1,2,1,1,39.7662167150493,116.171686775423,20,450,10,532,45,534,7,300,61,255,19,474,0,10,6,45,21,16
101102043416,3200,51192,1993,0,2,1,1,1,39.9040105079069,116.23317166346,50,296,7,649,71,611,26,593,100,347,24,569,0,12,9,35,25,17
101102043521,4590,41200,2005,1,3,2,1,1,39.8838137379267,116.656180719683,50,346,2,672,44,401,8,424,85,103,16,478,0,13,8,27,33,17
101102043646,3290,49134,2004,0,1,1,1,1,40.0525560563157,116.406354203185,12,508,3,558,23,545,11,567,84,376,28,510,0,13,7,29,30,19
101102043955,7380,91963,1995,1,3,1,1,1,39.9817585625688,116.413632236698,48,214,29,304,93,399,53,425,97,133,42,463,0,12,8,33,26,19
101102043974,5500,40097,2005,0,3,2,1,2,39.8521573880638,116.475458380219,12,400,5,762,22,615,10,468,100,167,50,252,0,12,7,33,28,17
101102043985,7900,92279,2009,1,2,1,1,1,39.9162444246263,116.50351292572,40,448,11,760,74,573,11,535,100,94,54,399,0,12,8,33,26,19
101102044072,5800,59616,2007,1,2,1,1,1,40.0674058318417,116.38568400296,26,543,3,606,21,448,7,492,58,480,17,575,0,14,10,28,28,17
101102044139,4100,44726,2001,0,2,1,1,1,39.8595465099025,116.272330756251,20,605,1,303,52,487,7,456,72,228,22,476,0,17,7,35,20,18
101102044291,13900,86957,2000,1,4,1,1,2,39.978694846882,116.344161168338,42,453,17,447,96,346,19,571,100,141,39,578,30.81898148,12,8,31,28,18
101102044386,4850,69895,2003,1,1,1,1,1,40.0213098680077,116.369881322344,16,614,3,763,47,639,11,764,63,459,18,612,28.59736111,17,12,30,24,16
101102044401,33000,133119,2004,1,4,2,1,4,39.9431958960511,116.447940701617,53,461,25,548,88,239,34,525,100,159,47,407,0,11,8,33,22,24
101102044408,4500,79087,1984,0,2,1,1,1,39.9610384895607,116.365706023486,17,524,17,506,100,292,21,469,100,147,34,255,0,10,8,37,27,16
101102044455,980,31593,2015,1,2,0,0,1,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102044526,9950,105953,2006,1,2,1,1,1,40.0050273381127,116.491026374928,22,554,13,587,59,458,18,426,100,133,45,383,0,17,8,33,18,21
101102044536,3780,67888,2007,1,1,0,1,1,39.903239259686,116.51156047558,43,398,29,406,73,415,9,489,100,97,51,196,0,11,8,37,24,18
101102044540,22000,127411,2013,1,2,1,1,2,40.0089141616729,116.491401792072,31,589,9,563,62,639,17,690,100,429,41,588,0,11,8,35,22,22
101102045056,21500,157996,2003,1,3,2,1,2,39.9694930914184,116.39408411797,51,434,14,473,78,472,19,646,100,68,27,377,0,12,8,35,25,18
101102045111,7400,67903,2004,1,2,2,1,2,40.0038545434808,116.462296362972,47,341,18,488,72,595,11,461,97,247,30,474,29.42523148,10,9,34,24,21
101102045134,5800,74388,2000,1,2,1,1,1,40.004471116969,116.429729091708,51,371,8,716,78,507,22,531,100,149,36,367,0,12,8,34,27,17
101102045435,14000,68470,2002,0,6,2,1,2,39.9103058663964,116.243205108091,51,315,52,179,66,500,17,593,96,80,25,601,0,12,16,30,25,14
101102045497,6270,36256,2008,1,2,2,1,2,40.0708323732692,116.431332649687,43,427,9,875,78,372,23,466,100,269,26,561,0,11,7,33,28,18
101102045554,6400,77803,1996,1,2,1,1,1,39.9998473657146,116.438811081685,50,336,10,401,100,326,13,610,100,265,32,480,22.5675,12,8,35,25,17
101102045848,3080,56890,2005,0,1,1,1,1,39.8705853496498,116.479660983073,50,391,19,651,41,491,17,491,100,281,36,541,28.42287037,12,7,32,29,18
101102045875,9400,119898,1983,0,2,1,1,1,39.9755223517054,116.394034754286,51,339,21,609,74,390,21,512,100,209,41,374,0,11,11,40,21,15
101102046016,12800,88137,2004,1,3,2,1,2,40.0390339036133,116.32434691762,45,255,17,657,77,450,14,585,100,116,35,404,0,12,5,26,19,36
101102046058,6700,87582,1989,1,2,1,1,1,39.921933868076,116.307388492406,34,379,33,557,72,453,34,488,100,202,39,347,0,14,10,33,24,17
101102046240,5800,35010,2001,1,4,2,1,2,39.753392134449,116.342655369354,52,312,11,577,88,516,35,474,100,197,29,457,0,10,8,33,22,25
101102046256,10500,40422,2014,0,4,3,1,3,40.0107925399243,116.674984003008,5,869,0,1000,4,569,0,1000,9,571,5,727,0,14,0,35,21,28
101102046295,4690,81142,1990,0,2,1,1,1,39.9390421603867,116.312190066509,51,393,7,491,100,256,12,505,100,279,34,449,35.12180556,12,8,37,24,17
101102046461,9600,79708,2005,1,2,2,1,2,39.9299857780802,116.395645037879,20,514,63,306,30,515,15,515,47,292,19,578,38.77166667,15,11,30,19,23
101102046558,4850,30071,2004,0,4,2,1,2,39.7662167150493,116.171686775423,20,450,10,532,45,534,7,300,61,255,19,474,0,10,6,45,21,16
101102046616,6000,93897,1985,0,2,1,1,1,39.9960046328094,116.307880871622,22,462,52,451,100,388,22,762,100,233,18,571,20.81824074,12,9,33,24,20
101102046636,5100,38343,2005,0,3,2,1,2,40.1648538615823,116.55723776927,15,480,1,345,6,613,3,285,8,463,5,231,0,0,0,0,0,0
101102046639,8390,81910,2008,1,2,1,1,1,39.8889027860663,116.482307411767,38,338,4,498,100,533,24,592,100,168,42,291,29.4674537,13,8,44,20,12
101102046746,8300,69836,2000,1,3,1,1,1,39.88165995716,116.499280747954,25,522,33,675,64,566,8,268,95,198,29,341,0,15,9,28,30,16
101102046992,6800,50573,2001,1,2,1,1,1,39.8740988896604,116.469643864247,47,332,31,429,70,605,13,582,100,165,51,390,0,12,9,36,25,16
101102047054,19600,113459,2006,1,3,2,1,2,40.0196407854241,116.444738646711,15,635,1,749,5,464,0,1000,4,349,1,949,19.96972222,13,7,31,26,21
101102047558,2230,33610,1992,0,2,1,1,1,39.9441214078519,116.108019093928,47,439,11,572,69,485,19,537,83,206,28,524,0,11,11,32,24,19
101102047611,3290,69986,1993,0,1,1,1,1,39.9526769479903,116.476292761411,35,555,47,535,78,440,24,368,100,125,43,333,0,11,10,36,22,19
101102047663,1400,34878,2008,1,1,0,0,1,39.9168954631186,116.604740991977,34,321,8,452,52,555,15,502,93,111,35,460,0,11,7,33,25,21
101102047707,3800,42152,2010,1,2,1,1,1,40.168380139863,116.265066712948,31,603,3,786,34,552,4,273,53,233,17,550,0,0,0,0,0,0
101102047781,10500,113649,1998,0,3,1,1,1,39.9606573084486,116.369669725583,31,584,19,710,100,277,27,571,100,156,40,350,0,11,7,33,28,19
101102047831,27000,153838,2002,1,4,2,1,2,39.9694930914184,116.39408411797,51,434,14,473,78,472,19,646,100,68,27,377,0,12,8,35,25,18
101102047921,2700,66832,1990,0,1,1,1,1,39.8700357315892,116.374441175011,43,526,9,655,75,414,19,481,100,284,42,417,42.60203704,13,9,33,24,18
101102047939,10260,97911,2006,1,2,1,1,1,39.8942275766358,116.448477723024,33,464,11,650,100,264,22,602,100,199,49,422,0,15,8,33,23,19
101102048133,9180,55820,2008,1,3,2,1,2,39.8965884497376,116.303939205858,47,357,13,574,45,400,16,479,91,128,20,550,0,13,8,30,28,18
101102048208,4000,44990,2011,1,4,0,0,2,39.8415281725057,116.480101992689,10,494,6,553,21,531,2,473,88,149,50,385,0,15,7,27,25,25
101102048224,15300,97820,2006,1,2,1,1,2,39.9708562886956,116.489837109161,26,670,4,697,38,380,13,688,100,388,44,441,0,18,18,27,19,15
